University Name ,State,PercentUndergradMenEnrolled,NPercentUndergradMenEnrolled,PercentUndergradWomenEnrolled,NPercentUndergradWomenEnrolled,PercentUndergradOtherGenderEnrolled,NPercentUndergradOtherGenderEnrolled,TotalUndergraduateEnrolled,NTotalUndergraduateEnrolled,PercentGraduateMenEnrolled,NPercentGraduateMenEnrolled,PercentGraduateWomenEnrolled,NPercentGraduateWomenEnrolled,PercentGraduateOtherGenderEnrolled,NPercentGraduateOtherGenderEnrolled,TotalGraduateEnrolled,NTotalGraduateEnrolled,PercentMenEnrolled,NPercentMenEnrolled,PercentWomenEnrolled,NPercentWomenEnrolled,TotalAllStudentsEnrolled,NTotalAllStudentsEnrolled,PercentNonResidentUndergrad,NPercentNonResidentUndergrad,PercentHispanicUndergrad,NPercentHispanicUndergrad,PercentBlackUndergrad,NPercentBlackUndergrad,PercentWhiteUndergrad,NPercentWhiteUndergrad,PercentNativeAmericanUndergrad,NPercentNativeAmericanUndergrad,PercentAsianUndergrad,NPercentAsianUndergrad,PercentPacificIslanderUndergrad,NPercentPacificIslanderUndergrad,Percent2016CohortGotPellGrants,NPercent2016CohortGotPellGrants,TotalSixYearGraduation Rate %2016Cohort,NTotalSixYearGraduation Rate %2016Cohort,RetentionRateUndergradFirstYear%,NRetentionRateUndergradFirstYear%,PercentFTFYMenApplied,NPercentFTFYMenApplied,PercentFTFYWomenApplied,NPercentFTFYWomenApplied,PercentFTFYOtherGenderApplied,NPercentFTFYOtherGenderApplied,FTFYTotalApplied,NFTFYTotalApplied,PercentFTFYMenAdmitted,NPercentFTFYMenAdmitted,PercentFTFYWomenAdmitted,NPercentFTFYWomenAdmitted,PercentOtherGenderAdmitted,NPercentOtherGenderAdmitted,FTFYTotalAdmitted,NFTFYTotalAdmitted,PercentFTFYMenEnrolled,NPercentFTFYMenEnrolled,PercentFTFYWomenEnrolled,NPercentFTFYWomenEnrolled,PercentFTFYOtherGenderEnrolled,NPercentFTFYOtherGenderEnrolled,FTFYTotalEnrolled,NFTFYTotalEnrolled,HSCompletionRequirement,ACTUsedForAdmissionDecisions?,FTFYGPAAvg,NFTFYGPAAvg,ResidentApplicationFee(inDollars),NResidentApplicationFee(inDollars),ApplicationFeeCanBeWaived?,PercentTransferMenEnrolled,NPercentTransferMenEnrolled,PercentTransferWomenEnrolled,NPercentTransferWomenEnrolled,PercentEnrolledStudentsTransfer,NPercentEnrolledStudentsTransfer,PercentUndergradOutOfState,NPercentUndergradOutOfState,PercentUndergradOnCampus,NPercentUndergradOnCampus,PercentUndergradOffCampus,NPercentUndergradOffCampus,AverageUndergradStudentAge,NAverageUndergradStudentAge,InStateTuitionCost,NInStateTuitionCost,OutStateTuitionCost,NOutStateTuitionCost,NonresidentTuitionCost,NNonresidentTuitionCost,TotalNeedBasedScholarship,NTotalNeedBasedScholarship,TotalNonNeedScholarship,NTotalNonNeedScholarship,PercentUndergradApplyForNeedBasedFinancialAid,NPercentUndergradApplyForNeedBasedFinancialAid,PercentUndergradAppliedNeedBasedFinancialAidReceived,NPercentUndergradAppliedNeedBasedFinancialAidReceived,PercentUndergradGotNeedBasedFinancialAid,NPercentUndergradGotNeedBasedFinancialAid,PercentOfNeed-BasedAidMetForStudents,NPercentOfNeed-BasedAidMetForStudents,AvgNeedBasedScholarshipAmount,NAvgNeedBasedScholarshipAmount,NoFinancialNeedFTStudentsAwardedScholarship,NNoFinancialNeedFTStudentsAwardedScholarship,AvgNoNeedScholarship,NAvgNoNeedScholarship,PercentFirstTimeStudentsBorrowedAnyLoanProgram,NPercentFirstTimeStudentsBorrowedAnyLoanProgram,FirstTimeStudentsAvgBorrowedAnyLoanProgram,NFirstTimeStudentsAvgBorrowedAnyLoanProgram,NonresidentStudentsAwardedAid,NNonresidentStudentsAwardedAid,AvgAmountAwardedNonresidentStudents,NAvgAmountAwardedNonresidentStudents,Student/FacultyRatio,NStudent/FacultyRatio,Current Minimum Wage,NCurrent Minimum Wage,Preemption,PreemptionCat,NPreemption,Hypertension,NHypertension,Cardiovascular Disease,NCardiovascular Disease,Avoided Care Due To Cost,NAvoided Care Due To Cost,Drug Deaths (per 100.000),NDrug Deaths (per 100.000),Suicide (per 100.000),NSuicide (per 100.000),High Cholesterol,NHigh Cholesterol,Depression Women,NDepression Women,Multiple Chronic Conditions,NMultiple Chronic Conditions,Income Inequality,NIncome Inequality,Violent Crime Rate (per 100.000),NViolent Crime Rate (per 100.000),Child Mortality,NChild Mortality,Infant Mortality (per 100.000),NInfant Mortality (per 100.000),Percent Black,NPercent Black,Percent White,NPercent White,Median Wage,NMedian Wage,Cost Of Living Index,NCost Of Living Index,Housing Insecurity,NHousing Insecurity,Food Insecurity,NFoodInsecurity
Colorado School of Mines,Colorado,68.14931101,3.472444129,31.83324612,-3.446614649,0.017442875,-0.22084154,5733,-1.743770088,69.85074627,2.965753691,29.67164179,-2.730248047,0.537313433,0.255330482,1675,-1.329729358,68.53401728,3.485660571,31.34449244,-3.471949309,7408,-1.804421603,2.699784017,-0.253120301,9.476241901,-0.177993275,0.890928726,-0.830517744,53.2262419,0.729791578,0.364470842,0.051917034,4.441144708,-0.528368908,0.04049676,-0.128627179,10.5815062,-1.402216355,80.99,0.662603342,94,1.086116939,68.87745728,3.916780873,31.12254272,-3.529578666,0,-0.24365733,10886,-1.009164814,64.77668673,3.87069433,35.22331327,-3.898162979,0,-0.246166294,6314,-1.444188634,68.44884488,2.580772106,31.55115512,-2.166281145,0,-0.241001764,1515,-1.522554842,GEDorHSDiplomaAccepted,Yes,3.85,0.509408334,50,-0.202588968,Yes,67.69230769,2.897484915,32.30769231,-2.833591196,2.267573696,-1.494986956,43,1.240893164,41,0.824864317,59,-0.72733062,20,-0.952089623,17520,2.079145546,39600,1.018363467,39600,0.99318172,25847320,-1.196662843,21560749,-0.529172913,66.50165017,-0.410274051,34.16046319,-1.980629766,22.71727173,-1.626523268,62,-0.123446659,5644,-1.248429248,2260,-0.463682546,8153,0.380696221,53.6,0.497631285,31046,0.695569821,28,-0.602641758,23037,1.533501521,17,-0.263833721,12.56,1.029650714,0,No,-1.260574622,0.26,-1.787582999,0.06,-1.450634284,0.1,0.021739786,24.8,-0.255431364,22.3,1.813234491,0.32,-1.775781377,0.2,-0.088185747,0.08,-1.006804283,4.4,-1.029466486,423,0.281731006,28.3,0.140161857,4.8,-0.897656893,0.05,-1.014307505,0.84,1.003324032,67870,1.041276473,105.5,0.201360552,0.15,0.004065405,0.11,0.183354159
Colorado State University,Colorado,45.25362597,-0.32447816,54.74637403,0.3297386,0,-0.256262197,26062,0.0631702,42.21126182,-0.287101926,57.78873818,0.384294055,0,-0.248704113,7299,-0.234512096,44.58799197,-0.341764654,55.41200803,0.351780553,33361,-0.016061054,1.999340547,-0.545962171,12.15191391,0.057590088,1.762537094,-0.69078698,54.90842601,0.829595961,0.419651689,0.133237864,2.344054435,-0.808790981,0.095920386,-0.082948593,20.88998764,-0.536105242,66.9,-0.413739831,85.55,-0.097900269,41.371294,-0.498100071,58.628706,0.512316167,0,-0.24365733,33122,-0.187196657,40.6206346,-0.377895802,59.3793654,0.430051904,0,-0.246166294,30066,0.863070319,43.76234069,-0.299267299,56.23765931,0.074840108,0,-0.241001764,5571,0.140813674,GEDorHSDiplomaAccepted,Yes,3.7,-0.168433401,50,-0.202588968,Yes,47.15698393,-0.230497739,52.84301607,0.261926735,6.208272581,0.015490169,32.6,0.595921888,23.3,-0.621123821,76.7,0.607785078,21,-0.004879567,9903,-0.265558575,29861,-0.229374717,29861,-0.252560545,92521844,-0.363546382,28287227,-0.370120775,66.73932947,-0.389583177,46.98850274,-0.980371085,31.35981166,-0.92161685,65.7,0.123365803,9815,-0.371663828,4017,0.158871239,5146,-0.467028332,47.73,-0.040223661,27363,0.05072432,295,0.131984214,15468,0.654041346,17,-0.263833721,12.56,1.029650714,0,No,-1.260574622,0.26,-1.787582999,0.06,-1.450634284,0.1,0.021739786,24.8,-0.255431364,22.3,1.813234491,0.32,-1.775781377,0.2,-0.088185747,0.08,-1.006804283,4.4,-1.029466486,423,0.281731006,28.3,0.140161857,4.8,-0.897656893,0.05,-1.014307505,0.84,1.003324032,67870,1.041276473,105.5,0.201360552,0.15,0.004065405,0.11,0.183354159
University of Colorado Boulder,Colorado,53.85332605,1.101659248,46.14667395,-1.087593222,0,-0.256262197,31103,0.511238771,55.16224189,1.237082375,44.41635061,-1.096970707,0,-0.248704113,7119,-0.26956528,54.09711684,1.178131192,45.82439433,-1.171452897,38222,0.318899091,2.584898749,-0.30115161,10.44424677,-0.092763904,1.39971744,-0.748951942,54.84537701,0.825855249,0.125582125,-0.300136799,4.963110251,-0.458571884,0.07325624,-0.101627742,14.55001568,-1.068785075,75,0.20502381,88,0.245394661,48.65022511,0.67020588,51.3479521,-0.557554657,0.001822789,-0.240766651,54861,0.616399573,45.34273079,0.452631105,54.65496591,-0.416452983,0.002303298,-0.242241383,43416,2.159883514,50.81621165,0.52366924,49.18378835,-0.565533272,0,-0.241001764,7106,0.770318278,GEDorHSDiplomaAccepted,Yes,3.68,-0.258812299,65,0.582906116,Yes,57.84023669,1.396797243,42.15976331,-1.34847887,4.346847571,-0.697997458,45,1.364926102,27,-0.318855114,73,0.328693096,20.4,-0.573205601,11520,0.232194683,38770,0.912025784,40670,1.130048361,102600676,-0.237608613,55158230,0.265262329,51.48142996,-1.717840552,48.71656309,-0.845626617,25.07998331,-1.433814809,74,0.677026189,13657,0.435944119,9716,2.178184856,10199,0.957498494,36,-1.115017275,29719,0.463229343,134,-0.310992495,17356,0.873412572,18.3,0.166689924,12.56,1.029650714,0,No,-1.260574622,0.26,-1.787582999,0.06,-1.450634284,0.1,0.021739786,24.8,-0.255431364,22.3,1.813234491,0.32,-1.775781377,0.2,-0.088185747,0.08,-1.006804283,4.4,-1.029466486,423,0.281731006,28.3,0.140161857,4.8,-0.897656893,0.05,-1.014307505,0.84,1.003324032,67870,1.041276473,105.5,0.201360552,0.15,0.004065405,0.11,0.183354159
University of Colorado Denver,Colorado,43.19459267,-0.665939419,56.80540733,0.66909153,0,-0.256262197,14055,-1.004070296,35.18422954,-1.114104378,64.81577046,1.162681254,0,-0.248704113,9689,0.230916292,39.92587601,-1.086936347,60.07412399,1.09247487,23744,-0.678746038,4.182109164,0.366611179,14.8458558,0.294782048,3.453504043,-0.419701807,26.90363881,-0.831934724,0.197944744,-0.193494938,5.491913747,-0.387860492,0.080020216,-0.096053064,37.71929825,0.877881195,44,-2.16308395,69,-2.416892553,38.4050099,-0.974203954,61.5949901,0.948196964,0,-0.24365733,15649,-0.833097431,36.13920795,-1.166093515,63.86079205,1.233021587,0,-0.246166294,11666,-0.924297681,40.75178998,-0.650491782,59.24821002,0.348147707,0,-0.241001764,1676,-1.456528626,GEDorHSDiplomaAccepted,Yes,3.54,-0.891464585,50,-0.202588968,Yes,47.25019365,-0.216299844,52.74980635,0.247876196,9.185343294,1.156606846,11,-0.743633841,20,-0.890714829,80,0.856704954,23,1.889540545,11370,0.186020911,34110,0.314997348,35820,0.509671528,2775253.72,-1.484954639,806390.88,-1.019923797,67.90270657,-0.288306837,67.19929763,0.595553509,45.63014189,0.24230573,1,-4.192516968,10123,-0.306920661,843,-0.965764911,2704,-1.155469755,42,-0.56525072,20161,-1.210252411,90,-0.432054453,8067,-0.205898508,17,-0.263833721,12.56,1.029650714,0,No,-1.260574622,0.26,-1.787582999,0.06,-1.450634284,0.1,0.021739786,24.8,-0.255431364,22.3,1.813234491,0.32,-1.775781377,0.2,-0.088185747,0.08,-1.006804283,4.4,-1.029466486,423,0.281731006,28.3,0.140161857,4.8,-0.897656893,0.05,-1.014307505,0.84,1.003324032,67870,1.041276473,105.5,0.201360552,0.15,0.004065405,0.11,0.183354159
University of Connecticut,Connecticut,47.15798346,-0.008667675,52.84201654,0.015878065,0,-0.256262197,18983,-0.566045714,44.97506234,0.038166227,55.02493766,0.078146757,0,-0.248704113,8020,-0.09410462,46.50964708,-0.034615925,53.49035292,0.046477332,27003,-0.454175968,5.988223531,1.121712671,10.50253676,-0.087631679,4.862422694,-0.193832842,35.92563789,-0.296657373,0.070362552,-0.3815147,9.158241677,0.102399414,0.018516461,-0.146742721,19.70417327,-0.635736503,83.2,0.831426508,91,0.6657558,43.57607473,-0.144221402,56.42392527,0.188334529,0,-0.24365733,40894,0.100100362,38.59058897,-0.734942218,61.40941103,0.793789888,0,-0.246166294,22293,0.108004478,42.54116491,-0.441735197,57.45883509,0.185702423,0,-0.241001764,4069,-0.475157606,GEDorHSDiplomaAccepted,Yes,3.715,-0.100649227,80,1.368401199,Yes,52.48933144,0.581736376,47.51066856,-0.54187736,3.703313491,-0.944665254,24,0.062580255,64,2.703831953,36,-2.462226724,20,-0.952089623,16332,1.713449275,39000,0.941492853,39000,0.91643407,121508811,-0.001346281,58741267,0.349985671,70.51693211,-0.0607287,58.25175364,-0.10212586,41.07734957,-0.129031001,60,-0.2568588,15912,0.909956592,3557,-0.004119507,11200,1.239697456,52,0.351026871,27408,0.058603236,344,0.266803213,18560,1.013308206,16,-0.595005756,14,1.570641411,0,No,-1.260574622,0.32,-0.394112787,0.07,-0.891829638,0.07,-1.054379605,38.5,1.13366871,9.9,-1.274899057,0.35,-0.416484808,0.18,-0.759754128,0.08,-1.006804283,5.28,1.050958479,182,-1.770106624,17.5,-1.564742096,4.3,-1.341553159,0.13,-0.153287629,0.77,0.285776504,69310,1.222604726,113.1,0.6782371,0.16,0.406540467,0.1,-0.307242104
University of Delaware,Delaware,43.06431972,-0.687543327,61.45798738,1.4358915,0,-0.256262197,18066,-0.647553129,47.18016239,0.297681635,52.81983761,-0.166113064,0,-0.248704113,4557,-0.768488933,43.89338284,-0.45278786,59.71798612,1.035893416,22623,-0.755991527,3.072094771,-0.097464374,7.611722583,-0.342157541,4.84904743,-0.19597708,54.97502542,0.83354732,0.088405605,-0.354924386,4.508685851,-0.519337333,0.022101401,-0.143788114,13.41618057,-1.164049077,82.22,0.756563746,90.93,0.655947373,39.14215965,-0.855887621,60.85784035,0.839876449,0,-0.24365733,35228,-0.109347002,35.8338761,-1.21979558,61.93632428,0.888200753,0,-0.246166294,26101,0.477911943,36.38401957,-1.160055664,58.03098247,0.237643825,0,-0.241001764,4906,-0.131903304,GEDorHSDiplomaAccepted,Yes,3.96,1.006492273,75,1.106569504,Yes,48.15789474,-0.078036951,51.84210526,0.111048307,2.103398649,-1.557915554,61.99,2.418585909,39.5,0.702322949,60.5,-0.614185222,19.99,-0.961561723,14040,1.007914045,37680,0.772377502,37680,0.747589241,105775562,-0.197937541,54983004,0.261118991,70.73938423,-0.041363408,64.42035434,0.378867075,45.57056198,0.237446249,58.98,-0.324898992,13189,0.337568138,4817,0.442333407,9674,0.809492046,60,1.084048943,38234,1.954095333,0,-0.679681185,0,-1.143222491,12,-1.919693897,15.2,2.021466992,0,No,-1.260574622,0.36,0.534867354,0.1,0.784584301,0.07,-1.054379605,46,1.894124955,12.6,-0.602482881,0.38,0.942811762,0.16,-1.43132251,0.1,-0.136292283,4.5,-0.793054558,432,0.358355648,28.5,0.171734152,6.2,0.345252651,0.23,0.922987215,0.66,-0.841798182,62260,0.334851822,102.6,0.019394501,0.14,-0.398409657,0.11,0.183354159
Florida International University,Florida,43.83609876,-0.559554798,56.16390124,0.563363774,0,-0.256262197,45442,1.785758757,38.98487067,-0.666811778,61.01512933,0.741682703,0,-0.248704113,10245,0.339191683,42.94359545,-0.604597615,57.05640455,0.613034277,55687,1.522371407,6.066047731,1.154249464,54.27119435,3.766042276,9.571354176,0.561073398,7.342826872,-1.992482348,0.044893781,-0.419048404,2.038177672,-0.8496927,0.04309803,-0.126483286,54.75102237,2.308874269,68,-0.329710201,91,0.6657558,40.24678545,-0.678589488,59.75321455,0.677557144,0,-0.24365733,17343,-0.770477622,39.44920993,-0.583927122,60.55079007,0.63994455,0,-0.246166294,11075,-0.981707164,42.42766727,-0.454976346,57.57233273,0.196006108,0,-0.241001764,4424,-0.329571851,GEDorHSDiplomaAccepted,Yes,4,1.187250069,30,-1.249915745,Yes,40.79681275,-1.199292065,59.20318725,1.220666132,13.80881123,2.928790604,5,-1.115732654,7,-1.952740015,93,1.837298404,23,1.889540545,6168,-1.415285487,18566,-1.676464027,18566,-1.697335047,168459227,0.585312042,88096490,1.044109842,68.95945584,-0.19631285,80.11747756,1.602840831,55.24857656,1.02680848,41.7,-1.477579893,7709,-0.814355742,1531,-0.721987446,2180,-1.303194287,28.36,-1.815053354,18139,-1.564278369,517,0.742796821,3868,-0.693790339,21,1.060854419,10,0.067889475,1,Yes,0.785275994,0.33,-0.161867752,0.09,0.225779655,0.09,-0.336966678,34,0.677394963,13.9,-0.278726945,0.35,-0.416484808,0.21,0.247598444,0.1,-0.136292283,4.7,-0.320230702,384,-0.050309108,26.4,-0.15977495,6.1,0.256473398,0.16,0.169594824,0.72,-0.226757444,55980,-0.455940835,102.3,0.000570426,0.19,1.613965653,0.1,-0.307242104
Florida State University,Florida,42.81029876,-0.729669074,57.18970124,0.732427691,0,-0.256262197,32936,0.674164717,37.87973274,-0.79687405,62.12026726,0.864099277,0,-0.248704113,11225,0.530036796,41.55702996,-0.82622002,58.44297004,0.833325061,44161,0.728141695,1.340549354,-0.821390029,17.10559091,0.493743653,5.828672358,-0.038929781,43.38896311,0.146143487,0.090577659,-0.351723398,2.581463282,-0.777044765,0.054346595,-0.117212537,26.4473472,-0.069179934,84.8,0.953651424,93.9,1.072104901,39.95492265,-0.725434971,60.02458764,0.717434079,0.020489704,-0.211163631,78088,1.475000687,40.04193944,-0.479677274,59.93248773,0.529158839,0.025572831,-0.202589182,19552,-0.15825507,40.0298359,-0.734718216,59.9701641,0.413689049,0,-0.241001764,6033,0.330280206,GEDorHSDiplomaAccepted,Yes,3.71,-0.123243952,30,-1.249915745,Yes,49.17330067,0.076631764,50.82669933,-0.042015131,4.958100559,-0.463703065,12.7,-0.638205844,20.1,-0.882545405,19.9,-3.676653998,20.5,-0.478484595,4640,-1.885642307,19806,-1.517598091,19806,-1.538723238,157135210,0.443815345,71187176,0.644277636,67.67977281,-0.307714057,73.20545482,1.063880009,49.54528551,0.561634295,61,-0.190152729,10180,-0.294938971,2394,-0.416202633,3369,-0.967994921,35.7,-1.142505602,18866,-1.436990104,449,0.555701067,8486,-0.157213898,17.4,-0.131364907,10,0.067889475,1,Yes,0.785275994,0.33,-0.161867752,0.09,0.225779655,0.09,-0.336966678,34,0.677394963,13.9,-0.278726945,0.35,-0.416484808,0.21,0.247598444,0.1,-0.136292283,4.7,-0.320230702,384,-0.050309108,26.4,-0.15977495,6.1,0.256473398,0.16,0.169594824,0.72,-0.226757444,55980,-0.455940835,102.3,0.000570426,0.19,1.613965653,0.1,-0.307242104
University of Central Florida,Florida,45.20417369,-0.332679114,54.79071984,0.337047312,0.00510647,-0.245892661,58749,2.968549569,41.05320304,-0.423392384,58.89250814,0.506559099,0.054288817,-0.197777707,9210,0.137635875,44.32658309,-0.383547076,54.95602116,0.279335576,68442,2.401288634,2.881271734,-0.177243796,25.53256772,1.235708859,8.329680605,0.362016111,37.9912919,-0.174101629,0.103737471,-0.332329589,6.269542094,-0.28387634,0.097893107,-0.081322732,31.12593557,0.323911658,76,0.281414383,93,0.945996559,41.8083926,-0.427943493,58.18978846,0.447819403,0.001818942,-0.240772751,54977,0.620687588,42.2606383,-0.089450344,57.7393617,0.136200558,0,-0.246166294,22560,0.133940742,47.05804047,0.085223966,52.94195953,-0.224354252,0,-0.241001764,7512,0.93681917,GEDorHSDiplomaAccepted,No,4.19,2.0458496,30,-1.249915745,Yes,42.28926353,-0.971958899,57.71073647,0.995692414,9.591652624,1.312345959,6.9,-0.997901363,12.7,-1.487082818,87.3,1.407345891,22,0.942330489,6368,-1.353720459,22467,-1.176676918,22467,-1.198347412,160056355,0.480315852,158267242,2.7033449,76.58953208,0.467913902,54.05705935,-0.429204629,41.40204881,-0.102547747,63,-0.056740588,7467,-0.865225374,4239,0.237531991,2898,-1.100777849,39,-0.840133997,21727,-0.936066135,295,0.131984214,1205,-1.003210665,28.7,3.610879089,10,0.067889475,1,Yes,0.785275994,0.33,-0.161867752,0.09,0.225779655,0.09,-0.336966678,34,0.677394963,13.9,-0.278726945,0.35,-0.416484808,0.21,0.247598444,0.1,-0.136292283,4.7,-0.320230702,384,-0.050309108,26.4,-0.15977495,6.1,0.256473398,0.16,0.169594824,0.72,-0.226757444,55980,-0.455940835,102.3,0.000570426,0.19,1.613965653,0.1,-0.307242104
University of Florida,Florida,43.71961102,-0.578872626,56.28038898,0.582562325,0,-0.256262197,34552,0.817802648,42.02042693,-0.30956104,57.97957307,0.405432913,0,-0.248704113,20659,2.367213121,43.08380576,-0.582187028,56.91619424,0.590758345,55211,1.48957136,1.640977341,-0.695786897,15.0205575,0.310163909,3.149734654,-0.468400203,31.67303617,-0.548965244,0.039847132,-0.426485725,6.90442122,-0.198980557,0.025357266,-0.141104722,23.23442136,-0.339127626,90,1.350882403,97,1.506478078,43.81368945,-0.106083016,56.18631055,0.153418219,0,-0.24365733,64473,0.971713384,42.23462203,-0.094026111,57.76537797,0.140862082,0,-0.246166294,15054,-0.595188834,41.28856624,-0.587869032,58.71143376,0.29941741,0,-0.241001764,6612,0.567728523,GEDorHSDiplomaAccepted,Yes,3.93,0.870923926,30,-1.249915745,Yes,46.78800857,-0.286700823,53.21199143,0.317546498,5.406344061,-0.291890506,10.06,-0.801929322,22.37,-0.697099469,77.63,0.677935225,20.5,-0.478484595,4477,-1.935817806,25694,-0.763241132,25694,-0.785572971,160509118,0.48597325,102788885,1.391521494,67.99174646,-0.280555581,73.00014225,1.047870885,49.63407164,0.568875906,98,2.277971884,10606,-0.205391603,1760,-0.640846401,3000,-1.07202231,24.57,-2.162322561,18991,-1.415104227,0,-0.679681185,0,-1.143222491,16,-0.595005756,10,0.067889475,1,Yes,0.785275994,0.33,-0.161867752,0.09,0.225779655,0.09,-0.336966678,34,0.677394963,13.9,-0.278726945,0.35,-0.416484808,0.21,0.247598444,0.1,-0.136292283,4.7,-0.320230702,384,-0.050309108,26.4,-0.15977495,6.1,0.256473398,0.16,0.169594824,0.72,-0.226757444,55980,-0.455940835,102.3,0.000570426,0.19,1.613965653,0.1,-0.307242104
University of South Florida,Florida,43.31072912,-0.646679848,56.68927088,0.649950876,0,-0.256262197,38046,1.128366344,39.17034728,-0.644983273,60.82965272,0.721137385,0,-0.248704113,11547,0.592743048,42.34670216,-0.700002359,57.65329784,0.707865781,49593,1.102448115,6.684411106,1.412775234,16.94997278,0.480042032,6.129897365,0.009360715,34.81943016,-0.36228894,0.112919162,-0.318798395,6.325489484,-0.276395077,0.078640131,-0.097190491,35.06438674,0.654817461,74,0.128633237,90,0.52563542,40.48530511,-0.640305853,59.51469489,0.642507858,0,-0.24365733,65567,1.012153804,40.49494985,-0.400001359,59.50505015,0.452571751,0,-0.246166294,28811,0.741160164,41.87213938,-0.519786746,58.12786062,0.246438739,0,-0.241001764,6773,0.633754738,GEDorHSDiplomaAccepted,Yes,4.06,1.458386763,30,-1.249915745,Yes,41.32471729,-1.118880562,58.67528271,1.141089205,8.134889344,0.753965916,20,-0.185485621,16,-1.21749181,84,1.158426016,21,-0.004879567,4559,-1.910576144,15473,-2.072732042,15473,-2.09296918,147367416,0.32176408,52202660,0.19537587,69.36673533,-0.160857643,65.60015327,0.470861188,45.5046847,0.232073139,64,0.009965483,10309,-0.267822515,3874,0.108202377,3277,-0.993931289,37.3,-0.995901188,19949,-1.24737086,888,1.763569239,8210,-0.189282996,22,1.392026454,10,0.067889475,1,Yes,0.785275994,0.33,-0.161867752,0.09,0.225779655,0.09,-0.336966678,34,0.677394963,13.9,-0.278726945,0.35,-0.416484808,0.21,0.247598444,0.1,-0.136292283,4.7,-0.320230702,384,-0.050309108,26.4,-0.15977495,6.1,0.256473398,0.16,0.169594824,0.72,-0.226757444,55980,-0.455940835,102.3,0.000570426,0.19,1.613965653,0.1,-0.307242104
Georgia Institute of Technology,Georgia,60.69721981,2.23662126,39.30278019,-2.215547491,0,-0.256262197,18416,-0.616443428,72.63866672,3.293860487,27.36133328,-2.986161852,0,-0.248704113,26881,3.57888485,67.78373844,3.365739368,32.21626156,-3.333446869,45297,0.806420799,4.121685763,0.341349324,3.214340906,-0.729331289,3.101750668,-0.476092693,15.17981323,-1.527512084,0,-0.485209033,12.72490452,0.579332145,0.011038259,-0.152906043,10.97178683,-1.369425261,92.6,1.549497893,97.9,1.63258642,66.82473819,3.587308882,33.17526181,-3.227941735,0,-0.24365733,50610,0.459258601,55.89252768,2.308139726,44.10747232,-2.306323832,0,-0.246166294,8672,-1.215133539,57.85577187,1.344936223,42.14422813,-1.204607476,0,-0.241001764,3647,-0.648220109,HSDNoGED,Yes,3.715,-0.100649227,75,1.106569504,Yes,67.13091922,2.811973071,32.86908078,-2.748966863,3.898783666,-0.869741177,34,0.682744944,44,1.069947052,56,-0.953621416,20,-0.952089623,10258,-0.156280649,31370,-0.036045123,31370,-0.059540206,72080524,-0.618966281,55573651,0.27508524,60.10612043,-0.967028901,52.33011702,-0.56386192,31.45360316,-0.913966989,50,-0.923919506,13687,0.442250272,1092,-0.877537311,5903,-0.25361713,32,-1.481528311,27451,0.066131978,0,-0.679681185,0,-1.143222491,22,1.392026454,7.25,-0.965252481,1,Yes,0.785275994,0.37,0.767112389,0.09,0.225779655,0.16,2.173978567,17.8,-0.965190526,14.1,-0.228918339,0.37,0.489712906,0.18,-0.759754128,0.1,-0.136292283,4.89,0.128951961,400,0.085912477,29.7,0.361167925,7,1.055486676,0.32,1.891634574,0.58,-1.661852499,58000,-0.201577592,91,-0.708469704,0.16,0.406540467,0.1,-0.307242104
Georgia State University,Georgia,40.3602171,-1.135980117,59.6397829,1.136229995,0,-0.256262197,28927,0.317825319,35.4923644,-1.07784038,64.5076356,1.128549031,0,-0.248704113,7596,-0.176674342,39.34780823,-1.179332107,60.65219177,1.184315468,36523,0.201824973,3.222626838,-0.034529827,13.26561345,0.155647354,38.96175013,5.272756589,16.36776826,-1.457030429,0.065712017,-0.388368262,15.51625003,0.952589751,0.043808011,-0.12589814,61.28301887,2.857687864,54.36,-1.371677615,75.49,-1.507511289,36.03654851,-1.354354212,63.96345149,1.296230667,0,-0.24365733,28127,-0.37184007,37.20438941,-0.978748356,62.79561059,1.042165307,0,-0.246166294,17041,-0.402172518,43.3588875,-0.346335976,56.6411125,0.111466903,0,-0.241001764,5609,0.156397501,HSDNoGED,Yes,3.58,-0.710706789,60,0.321074421,Yes,37.92569659,-1.63662637,62.07430341,1.65346143,4.46641546,-0.652166867,6,-1.053716185,18,-1.05410332,82,1.007565485,23,1.889540545,8948,-0.559531587,27986,-0.469595386,27986,-0.49239695,109563430,-0.150607092,182696895,3.281000626,113.1622823,3.651708971,61.15249243,0.124057505,69.20155613,2.164847174,43.6,-1.350838358,5663,-1.244435352,2762.5,-0.285632872,6409,-0.110967105,59.74,1.060225726,27968,0.156651968,261,0.038436338,2905,-0.805683608,26,2.716714595,7.25,-0.965252481,1,Yes,0.785275994,0.37,0.767112389,0.09,0.225779655,0.16,2.173978567,17.8,-0.965190526,14.1,-0.228918339,0.37,0.489712906,0.18,-0.759754128,0.1,-0.136292283,4.89,0.128951961,400,0.085912477,29.7,0.361167925,7,1.055486676,0.32,1.891634574,0.58,-1.661852499,58000,-0.201577592,91,-0.708469704,0.16,0.406540467,0.1,-0.307242104
